,id,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product,job_11,job_al,job_am,job_ax,job_bf,job_by,job_cv,job_de,job_dz,job_e2,job_f8,job_gj,job_gv,job_kd,job_ke,job_kl,job_kp,job_ks,job_kw,job_mm,job_nb,job_nn,job_ob,job_pe,job_po,job_pq,job_pz,job_qp,job_qw,job_rn,job_sa,job_vv,job_zz
229,230,c,61750.0,38.99166666666667,0,6.08017179670723,32,10.329352255163691,44,0.9173228346456692,0.6732283464566929,0.4450020911752405,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
230,231,c,57570.0,34.65833333333333,2,8.201861130994988,81,17.179710552198962,38,0.9251968503937008,0.8582677165354331,0.1178028718806636,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,232,a,58739.0,11.908333333333331,2,7.766642806012884,52,11.10355486862442,49,0.7362204724409449,0.2559055118110236,0.4999302941586505,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
232,233,c,44677.0,18.191666666666663,1,6.08017179670723,32,10.78319516650274,50,0.9133858267716536,0.4606299212598425,0.0798828941865328,b,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,234,a,59908.0,10.716666666666669,1,2.816034359341446,-3,9.886188000562036,48,0.8503937007874016,0.4645669291338583,0.1343928621218458,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
234,235,a,56968.0,41.80833333333333,1,13.58768790264853,48,19.69453421385415,45,0.8818897637795275,0.6299212598425197,0.2648821971281193,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
235,236,a,60050.0,40.075,1,4.937723693629206,22,16.998173387663343,44,0.889763779527559,0.6692913385826772,0.0943817091872298,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
236,237,a,61963.0,35.74166666666667,1,8.71868289191124,60,20.185752423774066,42,0.9330708661417324,0.7559055118110236,0.0786281890422417,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
237,238,a,57499.0,18.625,1,3.142448103078024,6,28.30687087255866,49,0.9291338582677166,0.5078740157480315,0.8456712672521958,b,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,239,c,59271.0,40.725,1,3.632068718682892,19,6.2981593367992135,44,0.889763779527559,0.6535433070866141,0.1992192945768855,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
239,240,b,69012.0,12.991666666666667,2,6.08017179670723,43,5.726851201348883,50,0.7559055118110236,0.2519685039370078,0.1547469677959013,b,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,241,a,57641.0,13.533333333333331,2,2.0,0,4.6055922439230015,50,0.8228346456692913,0.3503937007874015,0.1774710720758399,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
241,242,b,63238.0,41.48333333333333,0,14.43092340730136,-50,6.618519038920894,45,0.8976377952755905,0.6338582677165354,0.1438728565453785,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
242,243,c,54984.0,7.033333333333333,0,17.83106657122405,10,11.86707882534776,47,0.8858267716535433,0.562992125984252,0.4073609368465077,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
243,244,c,35679.0,12.45,2,3.632068718682892,-4,2.4805395531825205,50,0.8031496062992126,0.3385826771653543,0.0243970444723267,f,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,245,c,62954.0,41.59166666666667,0,3.632068718682892,-1,13.997470844456934,46,0.9094488188976378,0.6299212598425197,0.2873274780426599,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
245,246,c,57889.0,10.175,1,2.816034359341446,-3,10.046367851622875,48,0.8622047244094488,0.4921259842519685,0.1822110692876063,c,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
246,247,b,67276.0,4.975,2,16.443808160343593,66,10.55360404664887,44,0.7795275590551181,0.5354330708661418,0.3149309912170639,b,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
247,248,c,37592.0,6.491666666666666,2,2.816034359341446,9,6.015174933258396,45,0.7677165354330708,0.4763779527559055,0.1615781402481527,f,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,249,a,60192.0,6.925,0,23.216893342877597,155,32.5783335675144,47,0.9291338582677166,0.610236220472441,0.7423672103722292,b,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,250,c,66886.0,10.391666666666666,1,3.142448103078024,-3,11.642827033862584,48,0.8543307086614174,0.4724409448818897,0.2735257214554579,c,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,251,c,71562.0,35.63333333333333,2,32.00286327845383,274,22.50302093578755,39,0.9173228346456692,0.8188976377952756,0.3443468562665551,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
251,252,c,74360.0,20.141666666666666,2,7.467430207587688,34,23.832513699592525,50,0.9133858267716536,0.4133858267716535,0.5444026209396348,d,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
252,253,c,48396.0,14.291666666666666,0,3.632068718682892,-1,8.311086131797104,49,0.8976377952755905,0.4960629921259842,0.0836470096194061,b,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,254,c,61077.0,32.81666666666667,0,3.822476735862563,9,10.489532106224532,46,0.9488188976377953,0.65748031496063,0.2442492680886658,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
254,255,a,63450.0,17.866666666666667,1,5.37294201861131,15,4.13573134747787,50,0.9094488188976378,0.4566929133858268,0.3047539383800362,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
255,256,a,61927.0,23.066666666666663,2,15.274158911954189,56,32.24195588028664,48,0.968503937007874,0.562992125984252,0.2184581067893489,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
256,257,a,55728.0,41.91666666666666,0,14.78453829634932,35,22.289447801039763,46,0.9173228346456692,0.6220472440944882,0.5720061341140388,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
257,258,c,72660.0,12.558333333333334,1,4.448103078024338,-15,22.839398623015317,49,0.8464566929133859,0.4173228346456692,0.384636832566569,d,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
258,259,a,59023.0,17.758333333333333,1,4.937723693629206,-5,30.127581846283547,49,0.9212598425196852,0.5,0.2640457270319252,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
259,260,d,27780.0,36.175,3,4.584108804581245,62,4.883237319095124,35,0.8582677165354331,0.8700787401574803,0.0436358566847901,a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260,261,a,58102.0,9.308333333333334,1,8.365068002863278,14,22.77532668259098,48,0.7992125984251969,0.4251968503937008,0.6785166596960825,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
261,262,a,57464.0,39.641666666666666,1,9.289906943450251,70,23.79513840101166,43,0.8858267716535433,0.6889763779527559,0.3471350899205353,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
262,263,a,65222.0,39.96666666666667,0,4.31209735146743,7,30.26640438386961,45,0.9173228346456692,0.6496062992125984,0.3584274362191552,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
263,264,c,53461.0,9.958333333333334,2,2.816034359341446,6,5.36911620064634,48,0.7677165354330708,0.3622047244094488,0.0132441098564059,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
264,265,c,61892.0,4.433333333333334,2,16.770221904080174,29,8.845018968666572,42,0.7283464566929134,0.5354330708661418,0.2955527673219015,b,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
265,266,a,57429.0,16.025,2,6.08017179670723,37,31.29155543065899,51,0.8464566929133859,0.3346456692913386,0.2073051721734281,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
266,267,c,73971.0,37.69166666666667,1,15.573371510379385,36,28.232120275396937,43,0.9173228346456692,0.7086614173228346,0.5828802453645615,d,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
267,268,a,53957.0,5.95,0,2.816034359341446,-1,17.68694674722495,47,0.9094488188976378,0.5984251968503937,0.2994562944374738,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
268,269,d,34192.0,18.3,2,5.37294201861131,49,5.977799634677533,51,0.8661417322834646,0.3307086614173228,0.0886658301965704,a,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,270,c,46908.0,5.95,0,2.0,0,10.31333427005761,47,0.9094488188976378,0.5984251968503937,0.1870904781820716,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
270,271,a,64478.0,38.775,3,10.323550465282748,-39,20.185752423774066,36,0.7913385826771654,0.7716535433070866,0.2843998327059807,c,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
271,272,a,70287.0,35.95833333333333,1,18.021474588403724,36,21.445833918786008,43,0.937007874015748,0.7283464566929134,0.2042381151540499,c,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
272,273,c,44995.0,6.275,2,8.58267716535433,53,4.584234930448223,45,0.7834645669291339,0.4960629921259842,0.1473581486128537,a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
273,274,c,54949.0,25.125,1,31.921259842519685,227,15.29492763804974,47,0.9803149606299212,0.6456692913385826,0.1988010595287885,e,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
274,275,c,54382.0,39.96666666666667,1,16.879026485325696,117,8.279050161584937,43,0.8818897637795275,0.6811023622047244,0.3725080161717552,b,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275,276,c,50061.0,22.633333333333333,2,6.08017179670723,49,9.688632850920332,48,0.968503937007874,0.562992125984252,0.3433709744876621,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276,277,a,60652.0,41.59166666666667,1,10.67716535433071,14,9.053252775045666,45,0.889763779527559,0.6338582677165354,0.4026209396347414,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
277,278,c,57145.0,4.216666666666667,0,2.0,0,8.012083743150203,46,0.889763779527559,0.6062992125984252,0.3075421720340164,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
278,279,c,53745.0,26.20833333333333,3,6.08017179670723,63,8.72755374455529,43,0.9921259842519684,0.7047244094488189,0.3896556531437334,e,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
279,280,a,62034.0,14.4,1,6.760200429491769,-2,6.399606575804412,50,0.8582677165354331,0.405511811023622,0.1183605186114596,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
280,281,b,64832.0,42.56666666666667,1,7.467430207587688,-13,10.307994941688914,45,0.8779527559055118,0.6141732283464567,0.1148752265439843,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
281,282,a,67630.0,9.85,1,9.697924123120972,36,11.83504285513559,48,0.8228346456692913,0.437007874015748,0.3379339188624006,c,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
282,283,a,64726.0,6.383333333333333,1,2.816034359341446,1,6.730644934663482,46,0.8503937007874016,0.5433070866141733,0.3486686184302244,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
283,284,a,63344.0,13.425,1,7.467430207587688,34,7.371364338906842,49,0.8661417322834646,0.437007874015748,0.1427575630837864,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
284,285,a,59235.0,33.25,0,23.053686471009307,118,33.35253618097513,46,0.9448818897637796,0.6535433070866141,0.8916771225428691,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
285,286,c,51088.0,16.241666666666667,1,4.937723693629206,31,12.683996065758045,50,0.8779527559055118,0.405511811023622,0.1094381709187229,e,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
286,287,c,62813.0,35.95833333333333,2,20.333571939871156,302,11.83504285513559,38,0.8976377952755905,0.8346456692913385,0.0903387703889586,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
287,288,a,65151.0,33.575,1,3.632068718682892,10,32.47154700014051,43,0.9566929133858268,0.7480314960629921,0.2304475115014638,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
288,289,b,58952.0,38.66666666666666,0,4.31209735146743,0,6.057889560207953,45,0.9173228346456692,0.6732283464566929,0.2008922347692736,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
289,290,a,56685.0,13.75,2,9.289906943450251,138,6.800056203456513,51,0.7834645669291339,0.2716535433070866,0.0879687717830754,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
290,291,c,,8.875,0,2.816034359341446,0,9.587185611915132,47,0.9251968503937008,0.5984251968503937,0.3422556810260699,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
291,292,a,58598.0,16.78333333333333,2,5.264137437365784,-19,4.728396796402979,51,0.8464566929133859,0.3149606299212598,0.1879269482782657,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
292,293,a,67949.0,5.516666666666667,0,2.0,0,7.056343965153857,46,0.9094488188976378,0.6023622047244095,0.3022445280914541,c,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
293,294,c,70818.0,36.175,1,7.467430207587688,49,17.85246592665449,41,0.9212598425196852,0.7677165354330708,0.1430363864491844,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
294,295,a,60121.0,38.775,1,5.264137437365784,16,19.23001264577772,42,0.8937007874015748,0.7086614173228346,0.0450299735117802,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
295,296,c,62777.0,23.5,0,2.0,0,10.78319516650274,47,0.9645669291338582,0.610236220472441,0.3078209953994145,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
296,297,c,,6.275,0,2.816034359341446,0,11.86707882534776,47,0.9133858267716536,0.5984251968503937,0.424508573818486,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
297,298,a,69366.0,23.60833333333333,2,8.58267716535433,66,19.18729801882816,47,0.9763779527559056,0.5866141732283464,0.4169803429527394,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
298,299,a,48219.0,17.108333333333334,1,4.31209735146743,12,12.940283827455389,49,0.9094488188976378,0.4803149606299212,0.9127282866304196,b,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
299,300,c,57995.0,19.383333333333333,2,8.201861130994988,95,10.404102852325416,51,0.8858267716535433,0.3661417322834646,0.2633486686184302,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
300,301,d,33129.0,37.475,3,6.08017179670723,-14,8.492623296332724,36,0.8307086614173228,0.8228346456692913,0.1428969747664854,a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
301,302,a,65434.0,16.675,0,3.142448103078024,3,15.358999578474076,49,0.9173228346456692,0.5196850393700787,0.1428969747664854,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
302,303,a,66497.0,29.35,0,8.201861130994988,23,34.206828719966275,46,0.9606299212598424,0.6653543307086615,0.2238951624146103,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
303,304,d,41701.0,42.458333333333336,1,10.976377952755906,91,5.555992693550653,44,0.84251968503937,0.610236220472441,0.0528370277429248,f,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
304,305,c,56331.0,12.558333333333334,0,10.16034359341446,64,11.269074048053955,47,0.9212598425196852,0.5826771653543307,0.3871462428551512,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
305,306,a,51088.0,7.25,1,4.448103078024338,5,12.593227483490235,46,0.8346456692913385,0.5118110236220472,0.2114875226543984,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
306,307,c,68232.0,11.691666666666666,1,7.712240515390122,45,20.100323169874947,49,0.8110236220472441,0.3779527559055118,0.4213021051164087,b,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
307,308,c,61148.0,40.833333333333336,2,10.51395848246242,72,15.29492763804974,41,0.8267716535433071,0.6653543307086615,0.3231562804963055,c,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308,309,a,61750.0,12.016666666666666,2,4.937723693629206,23,22.73795138401012,50,0.7519685039370079,0.2755905511811024,0.0861564199079883,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
309,310,c,53851.0,40.29166666666666,1,12.989262705798138,113,15.47646480258536,42,0.8582677165354331,0.6811023622047244,0.1173846368325665,b,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,311,a,58881.0,35.95833333333333,2,9.344309234073013,75,33.51271603203597,38,0.8976377952755905,0.8385826771653543,0.206608113759933,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
311,312,c,50698.0,6.058333333333334,2,7.87544738725841,37,7.168469860896446,45,0.7913385826771654,0.5039370078740157,0.2620939634741391,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312,313,a,42232.0,16.56666666666667,0,6.896206156048676,5,6.805395531825207,49,0.9173228346456692,0.5236220472440944,0.0975881778893071,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
313,314,a,63663.0,5.95,0,3.632068718682892,1,12.99901643951103,47,0.9173228346456692,0.6023622047244095,0.3522933221803987,d,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
314,315,c,58527.0,25.450000000000003,1,16.688618468146025,108,10.799213151608823,46,0.9881889763779528,0.6614173228346457,0.2704586644360797,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
315,316,a,53532.0,12.883333333333333,2,5.37294201861131,55,2.800899255304201,50,0.7480314960629921,0.2401574803149606,0.0994005297643942,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
316,317,a,65292.0,17.758333333333333,1,16.471009305654974,147,4.4400730644934665,50,0.9133858267716536,0.4724409448818897,0.2389516241461034,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
317,318,a,68162.0,20.575,1,16.987831066571225,75,33.60348461430378,49,0.9488188976377953,0.5433070866141733,0.411543287327478,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
318,319,a,54064.0,20.03333333333333,1,8.365068002863278,32,15.70605592243923,49,0.9448818897637796,0.547244094488189,0.356475672661369,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
319,320,a,45350.0,11.366666666666667,0,12.608446671438797,23,4.333286497119573,47,0.9212598425196852,0.5826771653543307,0.1882057716436637,b,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
320,321,b,72731.0,31.40833333333333,2,17.477451682176092,11,10.270619643108052,41,0.9803149606299212,0.8188976377952756,0.5466332078628189,c,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
321,322,a,66178.0,11.15,1,12.608446671438797,94,29.1718420682872,49,0.8110236220472441,0.3858267716535433,0.3814303638644918,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
322,323,a,61679.0,29.025,1,11.819613457408732,42,33.93986230153155,45,0.9803149606299212,0.7086614173228346,0.2937404154468144,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
323,324,c,47652.0,17.433333333333334,2,5.644953471725126,32,11.178305465786146,51,0.8661417322834646,0.3425196850393701,0.1879269482782657,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
324,325,c,45881.0,22.09166666666667,2,2.816034359341446,9,20.08964451313756,48,0.9606299212598424,0.5433070866141733,0.355918025930573,c,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325,326,a,65186.0,18.841666666666665,1,7.1682176091624905,7,21.365743993255585,49,0.9291338582677166,0.515748031496063,0.6371113899344765,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
326,327,c,58562.0,24.041666666666664,2,29.22834645669291,200,16.581705774905156,47,0.9803149606299212,0.6062992125984252,0.1633904921232399,b,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
327,328,a,60617.0,18.625,0,5.644953471725126,7,18.42377406210482,48,0.937007874015748,0.5748031496062992,0.1035828802453645,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
328,329,a,58102.0,40.4,1,3.632068718682892,7,18.509203316003934,44,0.9015748031496064,0.65748031496063,0.8863794786003067,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
329,330,c,54737.0,10.608333333333334,1,16.443808160343593,76,11.51468315301391,48,0.8188976377952756,0.4173228346456692,0.4139132859333612,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
330,331,a,60510.0,15.7,0,4.448103078024338,4,18.39173809189265,48,0.9291338582677166,0.5748031496062992,0.0947999442353269,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
