id,job,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product
310,pz,a,51478,12.1250,1,14.8933,62,6.1647,49,.8661,.4606,.3470,b
311,pz,a,61360,30.1083,2,19.4631,97,35.0451,42,.9921,.7992,.2132,b
312,pz,a,48715,9.8500,1,7.8754,37,13.1218,48,.8583,.4921,.7634,b
313,nb,a,49919,22.2000,1,4.4481,27,16.8060,48,.9646,.5551,.3449,b
314,kw,c,47900,16.2417,3,6.7602,110,10.4415,52,.7402,.1378,.1508,b
315,de,a,57854,41.2667,0,6.0802,10,27.8210,45,.9016,.6378,.7753,b
316,nn,a,61431,32.8167,1,8.3651,24,32.3434,44,.9606,.7362,.2808,b
317,pz,a,63663,20.7917,1,4.3121,20,12.5345,49,.9449,.5118,.3608,b
318,kl,c,51619,11.0417,2,11.8196,69,16.2667,49,.7953,.3740,.2739,b
319,nb,a,48431,14.8333,2,6.8962,16,16.4215,51,.7874,.2520,.9210,b
320,vv,c,65576,35.3083,2,12.3908,93,20.0256,39,.9213,.8268,.2461,b
321,kw,c,46094,12.8833,1,2.8160,2,9.3469,49,.8622,.4370,.1485,b
322,vv,c,59093,11.1500,1,4.9377,8,13.4368,48,.8701,.4882,.2141,b
323,pz,a,52717,39.1000,3,3.6321,32,26.2032,37,.8031,.7520,.6947,b
324,al,c,51088,37.6917,2,11.3028,102,9.4484,39,.8661,.7874,.1805,b
325,pz,a,66320,15.5917,1,10.1603,101,7.6864,50,.8819,.4291,.2700,b
326,am,b,68587,42.5667,0,2.0000,0,13.1592,45,.8937,.6181,.2791,b
327,kd,c,56224,30.8667,1,17.5863,132,14.3338,43,.9843,.7874,.2487,b
328,de,a,52965,16.4583,1,14.8933,113,19.0698,50,.8858,.4213,.3805,b
329,pz,a,48608,39.9667,1,5.2641,43,8.9785,42,.8583,.6890,.3015,b
330,pz,a,57606,31.7333,1,15.9814,72,33.6195,44,.9685,.7283,.8913,b
331,pz,a,56543,10.6083,1,3.1424,0,5.2677,48,.8150,.4134,.3356,b
332,pz,a,59519,6.9250,0,4.5841,2,25.5998,47,.9291,.6102,.1178,b
333,pe,c,55126,35.4167,2,4.5841,22,6.5117,41,.9291,.7992,.0973,b
334,pz,a,57677,5.0833,2,11.3028,24,27.2443,43,.7441,.5118,.5356,b
335,vv,c,,28.7000,1,24.2777,290,8.5887,45,.9882,.7205,.2502,b
336,pe,a,63521,15.9167,1,11.9284,89,3.6712,50,.8898,.4370,.2603,b
337,nb,a,52859,13.5333,0,11.0036,16,21.3444,48,.9055,.5315,.8653,b
338,11,c,44641,6.8167,1,3.8225,6,7.9427,46,.8465,.5354,.2352,b
339,de,a,56933,33.2500,0,8.5283,46,21.5046,46,.9370,.6299,.6547,b
340,gj,c,59341,9.7417,0,28.8475,219,16.9661,47,.9016,.5591,.1556,b
341,qp,c,66638,26.7500,1,6.0802,3,20.9760,46,.9882,.6850,.2175,b
342,de,a,55303,11.8000,0,10.8132,33,24.3077,48,.8937,.5236,.8807,b
343,kd,b,70535,14.7250,2,20.2520,149,11.6268,51,.7953,.2677,.3371,b
344,kw,c,57252,26.9667,1,7.4674,79,15.6954,45,.9961,.7047,.2982,b
345,pz,a,60546,16.8917,2,9.0179,-6,21.1308,51,.8583,.3465,.0209,b
346,pz,a,55764,37.5833,1,6.0802,28,19.0752,41,.8976,.7559,.2636,b
347,pz,a,58385,6.9250,0,6.0802,17,22.0385,47,.8780,.5591,.1485,b
348,qp,c,59306,38.1250,1,17.0422,-104,11.4613,42,.9016,.7205,.2910,b
349,kl,c,53532,12.1250,2,20.0344,123,17.8631,49,.7913,.3346,.2320,b
350,pe,c,50734,40.6167,1,2.8160,5,14.0135,44,.8898,.6575,.1716,b
351,ob,a,41241,6.9250,0,3.6321,-1,4.2425,47,.8740,.5551,.0524,b
352,pz,a,64230,38.5583,1,9.6979,52,24.1262,41,.8819,.7323,.1538,b
353,pz,a,63096,19.4917,0,9.2899,14,37.0527,48,.9409,.5551,.3481,b
354,al,c,52044,41.1583,3,9.2899,55,9.0639,38,.7441,.6496,.2254,b
355,qp,c,59235,30.0000,0,9.2899,30,18.1194,45,.9724,.7047,.0905,b
356,nn,a,62954,7.5750,1,10.5140,57,3.0145,47,.8583,.5315,.1506,b
357,pe,a,65753,6.2750,1,4.9377,9,32.2687,46,.8465,.5433,.1948,b
358,kd,c,50096,6.4917,1,8.5283,77,8.0121,46,.8425,.5354,.2928,b
359,qp,c,65292,25.7750,1,7.7666,44,15.5993,46,.9921,.6693,.1439,b
360,pz,a,53603,7.4667,2,16.8790,164,15.1881,46,.7913,.4646,.2988,b
361,pz,a,47865,16.8917,2,2.8160,7,8.0441,51,.8583,.3465,.2887,b
362,sa,c,52611,10.8250,1,10.4052,72,8.5674,48,.8661,.4843,.1271,b
363,nb,a,57145,38.7750,1,6.0802,44,25.7867,41,.8740,.7283,.3184,b
364,qp,c,63592,22.7417,1,14.4581,46,13.6397,48,.9685,.5709,.1299,b
365,11,c,55268,10.6083,2,18.8103,75,13.3995,49,.7795,.3583,.1706,b
366,po,c,52434,27.6167,2,7.8754,36,12.5772,44,1.0000,.7480,.3006,b
367,de,a,55055,16.3500,0,3.1424,0,25.9843,49,.9173,.5315,.8163,b
368,qp,c,61077,11.0417,1,21.7208,251,4.0877,48,.8701,.4843,.1474,b
369,pz,a,64726,29.3500,1,24.4409,25,34.6286,44,.9882,.7480,.1616,b
370,nb,a,,16.7833,1,9.6979,34,21.4832,49,.9055,.4685,.2144,b
371,qp,c,63628,41.4833,2,14.2677,-2,13.5436,41,.7913,.6378,.1928,b
372,vv,c,,8.6583,1,7.9298,65,9.6513,47,.8071,.4528,.1069,b
373,kd,c,60262,6.2750,1,6.1618,2,11.8083,45,.8189,.5236,.2284,b
374,pz,a,56685,10.8250,0,6.7602,13,28.1467,48,.8898,.5276,.3045,b
375,pz,a,58987,9.8500,0,11.5476,55,25.0072,48,.8740,.5118,.2749,b
376,pz,a,56224,24.5833,0,9.3443,13,27.6288,47,.9567,.6260,.2811,b
377,kw,c,55905,19.1667,3,5.2641,36,11.0662,51,.8780,.3465,.2633,b
378,11,c,52859,8.1167,2,12.6084,100,2.9611,47,.7953,.4488,.1271,b
379,kw,c,54914,29.7833,4,10.1603,193,14.0188,36,.9646,.8898,.1479,b
380,mm,c,46837,41.4833,1,2.8160,7,16.1599,42,.8346,.6417,.1511,b
381,nb,a,56224,12.7750,1,7.9298,89,32.4075,49,.8425,.4094,.6117,b
382,nb,a,53320,12.3417,1,3.6321,16,16.9288,49,.8346,.4055,.3036,b
383,nb,a,58066,32.2750,0,10.6772,40,12.0860,46,.9488,.6535,.1309,b
384,11,c,52434,11.6917,1,3.8225,8,8.0548,48,.8780,.4961,.3605,b
385,11,c,42870,8.6583,1,3.6321,-1,8.3431,47,.8543,.5079,.3279,b
386,qp,c,66674,22.5250,1,7.1682,30,19.2087,48,.9646,.5866,.1681,b
387,de,a,49494,13.8583,3,8.2019,115,16.8967,51,.7520,.2126,.9078,b
388,nb,a,50769,24.1500,1,6.1618,51,17.4680,47,.9843,.6181,.3588,b
389,pz,a,51336,8.2250,1,4.9377,30,14.6649,47,.7953,.4449,.4132,b
390,qp,c,57960,26.8583,1,10.4052,62,4.2479,46,.9843,.6850,.2049,b
391,qp,c,60475,14.4000,0,10.3236,62,6.6719,47,.9291,.5866,.2475,b
392,de,a,49884,6.8167,0,8.9635,27,14.4780,47,.8937,.5748,.8695,b
393,pz,a,56083,20.3583,0,8.9363,16,24.6654,48,.9449,.5630,.5610,b
394,kw,c,52930,31.3000,3,6.9506,75,11.8137,38,.9685,.8898,.2098,b
395,pz,a,58102,17.9750,1,11.5204,17,32.5196,50,.9173,.4764,.5235,b
396,pz,a,55374,4.0000,0,10.6772,32,14.0402,46,.8976,.6102,.3580,b
397,kl,d,39186,9.0917,1,2.8160,6,8.5033,47,.8543,.4961,.1235,b
398,qp,c,59412,5.4083,0,15.3830,96,18.4398,46,.8780,.5827,.1005,b
399,kl,c,54737,16.4583,2,24.4137,157,17.7083,51,.8465,.3228,.2338,b
400,qp,c,59200,21.5500,1,20.9864,103,13.5543,48,.9567,.5709,.3491,b
401,de,a,51584,10.8250,0,10.7860,20,18.5466,48,.8937,.5315,.9244,b
402,kw,c,48963,17.8667,4,6.0802,91,9.4697,51,.7717,.1614,.1241,b
403,vv,c,55728,8.8750,0,7.7666,22,3.9489,47,.9213,.5906,.0535,b
404,qp,c,59944,34.7667,1,17.6679,76,16.0104,42,.9449,.7795,.1592,b
405,pz,a,,7.3583,2,18.8103,0,23.2078,46,.7835,.4606,.4764,b
406,pe,c,61148,25.5583,2,2.8160,4,15.0013,45,.9961,.6732,.1370,b
407,de,a,53107,21.1167,1,11.3028,86,20.6610,49,.9488,.5157,.4444,b
408,qp,c,57606,14.5083,2,9.3987,107,10.5269,51,.7835,.2520,.2515,b
409,qp,b,67914,15.3750,1,10.3236,-71,4.9473,50,.8740,.4173,.4803,b
410,de,a,53709,11.1500,0,11.0036,45,19.8173,48,.8858,.5157,.3816,b
411,nb,a,54595,10.6083,2,4.9377,-10,4.2265,49,.7913,.3740,.2483,b
412,kl,c,53568,33.5750,2,16.2806,134,3.7887,40,.9528,.8346,.2568,b
413,pz,a,62140,11.8000,2,14.2405,13,12.3156,49,.8031,.3583,.3237,b
414,pe,a,63521,10.6083,0,7.4674,0,23.8325,48,.8937,.5354,.2394,b
415,pz,a,57004,8.5500,0,10.4052,49,19.4436,47,.8858,.5433,.2638,b
416,de,a,48361,36.8250,2,9.0179,91,7.7665,40,.8976,.7874,.2649,b
417,pz,a,54701,13.7500,1,9.7523,43,12.9883,49,.8858,.4764,.3350,b
418,pz,a,53568,11.0417,0,8.2019,37,12.0006,47,.9094,.5630,.3188,b
419,de,a,57960,36.3917,0,9.5347,13,28.4777,44,.9331,.6969,.7785,b
420,pe,c,53072,9.0917,2,3.1424,12,4.5842,47,.7835,.4094,.0503,b
421,qp,c,58314,25.0167,1,6.4066,32,8.7596,47,.9843,.6457,.1461,b
422,nn,a,55126,18.8417,1,4.3121,17,5.2196,49,.9252,.4921,.3526,b
423,pe,c,63911,37.2583,1,4.3121,20,12.4277,42,.9173,.7323,.2857,b
424,kd,c,56401,5.4083,2,17.6679,115,9.8542,44,.7717,.5157,.3853,b
425,pz,a,50450,5.9500,2,7.9298,74,16.1492,44,.7283,.4685,.2900,b
426,11,c,46554,7.6833,2,6.0802,9,8.8450,46,.7874,.4528,.2509,b
427,pz,a,53426,10.3917,0,8.2019,41,11.8350,47,.9094,.5630,.3121,b
428,nn,a,64371,10.2833,2,8.5827,43,29.8660,48,.7953,.3898,.3987,b
429,de,a,56933,8.8750,0,2.8160,-2,27.8904,47,.8819,.5394,.8413,b
430,kl,d,31216,42.3500,2,7.7666,58,3.9222,41,.7520,.5906,.0591,b
431,kw,c,57535,26.8583,3,10.1603,140,17.6336,43,.9961,.7402,.1550,b
432,de,a,55374,14.0750,0,6.0802,1,21.4725,48,.9173,.5591,.2381,b
433,pz,a,47652,12.3417,1,9.6979,63,8.5727,49,.8543,.4409,.0661,b
434,kl,d,28914,39.3167,2,3.1424,14,3.7246,39,.8268,.7323,.0696,b
435,kd,c,41701,4.0000,4,8.5283,82,5.4385,37,.5906,.4882,.1935,b
436,pz,a,65186,29.8917,0,13.3429,55,33.7957,46,.9567,.6654,.3977,b
437,qp,c,55693,10.0667,1,10.0787,42,19.1820,48,.8189,.4331,.2929,b
438,pz,a,56437,40.7250,3,14.4309,203,19.8173,38,.7598,.6693,.1964,b
439,nn,a,63663,41.0500,0,11.5204,76,3.3615,45,.9016,.6417,.1719,b
440,nb,a,59660,11.2583,1,8.2019,57,30.1543,49,.8228,.4055,.1048,b
441,al,c,53355,37.0417,2,9.6979,82,15.3109,38,.8740,.8110,.1709,b
442,nb,a,46483,18.0833,1,10.8132,42,5.7375,50,.9173,.4764,.1904,b
443,qp,c,62104,29.6750,0,12.6084,-25,13.4422,45,.9685,.6890,.2465,b
444,pz,a,59837,7.5750,0,5.4545,5,26.4862,47,.8780,.5512,.0976,b
445,mm,a,62281,20.6833,1,13.4245,-28,36.0382,49,.9488,.5472,.3703,b
446,qp,c,65222,10.0667,0,8.5283,40,17.5588,47,.9016,.5551,.1573,b
447,pz,a,56083,4.3250,0,10.1603,49,18.2583,46,.9094,.6102,.2668,b
448,qp,c,64655,17.5417,2,7.1682,50,5.2036,51,.8701,.3543,.2565,b
449,kd,c,45420,6.8167,3,8.5827,97,5.8550,43,.6496,.3661,.1036,b
450,de,a,49459,11.8000,1,5.4545,23,15.7114,49,.8543,.4488,.2937,b
451,pz,a,57145,19.6000,1,10.0243,16,33.5981,50,.9291,.4724,.4734,b
452,kd,c,61998,7.0333,1,7.4674,16,7.9480,46,.8543,.5354,.2153,b
453,vv,c,57429,6.6000,1,16.6070,94,14.3766,46,.8425,.5315,.3088,b
454,nb,a,55799,37.3667,1,7.8754,48,10.3240,41,.9016,.7559,.1765,b
455,pz,a,42622,42.7833,1,2.8160,5,4.2746,45,.8819,.6102,.7891,b
456,de,a,55870,5.9500,0,8.9363,49,23.6350,47,.9213,.6063,.8118,b
457,pz,a,63592,33.4667,1,22.0744,132,35.6538,41,.9567,.8110,.1946,b
458,al,c,51513,37.6917,2,12.2276,132,9.1974,39,.8661,.7874,.1715,b
459,mm,a,44145,9.3083,1,2.0000,0,7.0991,47,.8701,.5157,.2960,b
460,de,a,51619,16.7833,1,11.8468,75,18.3597,50,.9055,.4646,.3665,b
461,kl,c,54241,19.9250,1,7.7666,41,7.5315,49,.9370,.5039,.2526,b
462,pz,a,,16.0250,3,8.5283,92,34.7888,51,.7992,.2441,.5826,b
463,qp,c,63875,24.6917,1,10.0243,61,12.9296,47,.9803,.6378,.0696,b
464,pz,a,57747,14.9417,2,10.8132,72,32.4395,51,.8386,.3465,.5401,b
465,kl,d,41807,40.8333,1,2.0000,0,2.2243,44,.8858,.6535,.1142,b
466,pe,c,64407,23.9333,0,17.3958,74,3.2174,47,.9646,.6181,.3817,b
467,qp,c,64017,5.5167,2,33.0093,280,17.3025,44,.7717,.5157,.2633,b
468,de,a,48856,8.8750,0,17.5047,104,7.8733,47,.9134,.5827,.1126,b
469,kl,d,41524,34.5500,2,7.7122,87,8.8877,38,.9213,.8661,.1034,b
470,de,a,53922,5.6250,0,16.2534,109,16.5764,46,.8898,.5866,.4040,b
471,kd,c,57358,29.1333,2,18.8103,75,9.3843,42,1.0000,.7913,.2493,b
472,de,a,49848,15.2667,1,4.9377,29,10.0037,50,.8858,.4488,.2975,b
473,pz,a,55091,34.8750,1,4.3121,11,28.8889,42,.9449,.7677,.1956,b
474,pz,a,64230,35.7417,0,13.6965,28,19.6945,44,.9409,.7087,.1442,b
475,al,c,53886,14.8333,2,14.8933,203,7.5956,51,.8150,.2992,.0680,b
476,ob,c,40178,15.2667,1,2.8160,-1,10.3294,50,.8701,.4094,.1485,b
477,pz,a,56649,11.5833,0,11.1124,45,20.2391,48,.8898,.5197,.2384,b
478,pz,a,64017,15.4833,1,9.0179,36,21.7128,50,.8622,.3858,.4357,b
479,pz,a,53674,18.1917,0,2.8160,-2,18.1194,48,.9331,.5669,.3845,b
480,qp,c,56295,13.2083,0,2.8160,3,12.3530,48,.9094,.5394,.3651,b
481,pe,b,68551,9.8500,0,19.8168,-13,11.0074,47,.8898,.5394,.4292,b
482,qp,c,56968,12.8833,1,17.5863,81,7.7024,49,.8740,.4646,.2143,b
483,kw,c,,22.7417,2,2.8160,0,15.1614,48,.9606,.5354,.1368,b
484,pz,a,58314,17.9750,1,8.5827,19,26.7264,50,.9055,.4409,.4821,b
485,mm,a,52186,8.6583,1,2.0000,0,17.5161,47,.8701,.5276,.6241,b
486,po,c,58527,21.5500,1,5.3729,-14,13.8586,49,.9567,.5433,.4546,b
487,11,c,50025,13.4250,1,11.7924,-6,9.9663,50,.8425,.3858,.1419,b
488,kl,c,55693,20.4667,1,2.0000,0,5.5133,49,.9449,.5433,.3275,b
489,11,c,43295,15.1583,3,2.8160,7,10.5322,51,.7835,.2362,.0954,b
490,pe,a,68976,4.4333,1,19.6535,124,7.6650,45,.8425,.5827,.3181,b
491,de,a,44500,10.3917,1,13.6965,53,5.6895,48,.8543,.4724,.1034,b
492,pz,a,60404,11.2583,1,4.4481,8,24.9057,48,.8622,.4724,.3481,b
493,al,c,57110,6.6000,2,2.8160,6,3.9222,45,.7638,.4724,.2175,b
494,kl,c,42055,38.8833,2,11.1124,59,7.1471,41,.8622,.7323,.1271,b
495,pz,a,51796,20.4667,1,2.8160,0,29.2840,49,.9449,.5197,.6366,b
496,vv,c,51123,35.2000,1,5.6450,26,14.3338,42,.9409,.7677,.1347,b
497,de,a,50628,8.2250,1,5.6450,4,13.3995,47,.8622,.5197,.1567,b
498,pz,a,58916,6.8167,1,16.4438,28,8.0174,46,.8307,.5197,.3156,b
499,pz,a,44039,9.6333,1,9.2899,62,6.3249,48,.8465,.4764,.0000,b
500,kl,c,47192,8.5500,1,9.0179,66,4.4401,47,.8110,.4567,.0268,b
501,pe,a,,15.4833,0,11.0036,-2,7.6437,48,.9252,.5709,.0414,b
502,ob,c,41382,17.6500,2,2.0000,0,10.8366,51,.8858,.3898,.1542,b
503,kw,c,51336,27.8333,2,9.3443,-21,10.1852,43,1.0000,.7638,.1344,b
504,al,a,52434,10.1750,2,16.2534,134,4.8672,48,.7835,.3780,.3445,b
505,qp,c,58846,14.4000,1,12.7445,63,10.7458,50,.8543,.3937,.1207,b
506,kw,c,50521,21.4417,2,9.6979,131,10.4789,49,.9331,.4606,.1758,b
507,qp,c,62104,10.2833,0,14.4581,18,16.6885,47,.9055,.5630,.2429,b
508,pz,a,47688,4.2167,1,7.7666,-1,7.0991,44,.8346,.5866,.3240,b
509,pz,a,59023,30.9750,1,19.5719,17,32.8506,42,.9843,.7953,.6477,b
510,kw,c,55410,19.4917,1,7.7666,59,10.8099,50,.9252,.4646,.3094,b
511,de,a,57499,20.6833,1,12.0916,90,25.2474,49,.9488,.5394,.2402,b
512,kw,c,61998,23.9333,2,19.9800,55,14.3766,47,.9764,.5945,.1634,b
513,de,a,50876,10.0667,1,6.0802,5,10.3827,48,.8386,.4567,.2334,b
514,de,a,46271,9.0917,1,13.6965,78,6.5598,47,.8465,.4882,.3540,b
515,vv,c,62813,6.0583,2,8.9635,8,10.8099,44,.7441,.4724,.2346,b
516,kw,c,52717,32.4917,1,4.3121,17,14.7343,42,.9685,.7992,.3123,b
517,de,a,54878,4.2167,0,13.3429,75,21.5473,46,.8937,.6063,.4329,b
518,qp,c,54559,4.5417,1,4.9377,17,9.1654,44,.8307,.5787,.3544,b
519,11,c,52080,20.1417,1,7.2226,61,5.2089,49,.9409,.5276,.3891,b
520,de,a,52682,17.4333,1,9.2899,5,16.7686,50,.9094,.4606,.3555,b
521,pz,a,53993,14.5083,3,6.0802,64,2.8009,51,.7677,.2283,.1380,b
522,qp,c,59377,11.4750,1,7.7666,-3,8.0655,49,.8150,.3898,.1012,b
523,kw,c,56047,28.3750,2,11.5204,114,11.2477,42,1.0000,.7835,.1085,b
524,de,a,48148,9.3083,0,6.0802,14,11.7710,47,.8976,.5551,.5245,b
525,pz,a,50238,16.8917,1,3.8225,18,17.8685,50,.8858,.4134,.6909,b
526,al,a,53461,15.9167,1,8.5283,69,5.9671,49,.9055,.4961,.2936,b
527,qp,c,56260,32.4917,0,4.3121,7,13.0044,44,.9606,.7205,.2359,b
528,by,c,43756,18.6250,0,4.3121,9,7.7772,48,.9331,.5472,.2352,b
529,kl,d,40922,31.6250,2,7.4674,64,4.5041,41,.9764,.8307,.0254,b
530,pz,a,59589,11.4750,0,14.8933,20,22.0866,48,.8819,.5039,.6650,b
531,qp,c,63698,15.2667,1,7.1682,21,13.6077,49,.8898,.4606,.2995,b
532,pe,a,50344,22.9583,0,2.0000,0,22.3802,48,.9606,.6024,.1720,b
533,pz,a,56933,17.8667,1,2.8160,-5,20.8211,49,.9252,.5157,.8624,b
534,qp,c,,19.3833,1,24.4137,39,18.7868,49,.9331,.5039,.3871,b
535,vv,c,58491,36.8250,0,16.7702,-41,10.5109,44,.9291,.7008,.2548,b
536,de,a,50309,8.8750,0,10.9764,4,15.2949,47,.8937,.5512,.8345,b
537,vv,c,51796,6.3833,0,10.1875,7,10.2866,46,.8858,.5748,.3109,b
538,de,a,52044,20.9000,1,5.2641,27,18.1835,49,.9488,.5276,.3471,b
539,pz,a,61325,9.5250,1,7.4674,23,24.8790,48,.8622,.5000,.4007,b
540,kl,c,54028,39.7500,1,25.0394,137,2.7155,42,.8740,.6929,.1973,b
541,vv,c,51053,27.1833,2,7.7122,42,12.3797,44,1.0000,.7283,.1405,b
542,ks,c,,20.9000,1,17.5047,95,16.9448,49,.9488,.5197,.1556,b
543,de,a,49813,30.3250,0,6.0802,-1,11.5948,45,.9606,.6811,.3725,b
544,11,c,,10.7167,0,12.3092,29,6.8054,48,.8976,.5433,.1824,b
545,pz,a,53993,37.5833,3,6.1618,40,23.4160,34,.7992,.8346,.1126,b
546,qp,c,65080,24.3667,1,6.8962,38,15.7274,47,.9843,.6260,.1457,b
547,pz,a,58810,35.2000,0,6.7602,15,23.0423,46,.9370,.6339,.1257,b
548,qp,c,62140,21.9833,1,9.5347,-30,14.3712,48,.9606,.5630,.2462,b
549,qp,c,63096,16.8917,1,8.9635,5,13.6291,49,.9094,.4764,.2719,b
550,qp,c,60014,7.3583,1,6.0802,13,12.8762,47,.8543,.5276,.2264,b
551,nb,a,47829,13.6417,1,11.8196,92,8.9304,50,.8346,.3740,.3357,b
552,pz,a,68693,33.7917,0,12.6084,38,28.7287,46,.9449,.6535,.1167,b
553,qp,c,64903,5.9500,2,26.3450,98,17.5268,45,.7795,.5039,.3400,b
554,11,c,51690,4.2167,1,22.4009,102,3.9222,45,.8465,.5906,.1425,b
555,qw,c,67949,30.8667,2,27.9227,261,19.9081,40,.9843,.8425,.3717,b
556,kd,c,54099,5.6250,2,18.3207,242,5.8550,43,.7402,.4882,.0948,b
557,de,a,54382,38.1250,1,10.0787,59,24.0194,44,.9173,.6929,.7312,b
558,pz,a,58881,20.3583,2,4.4481,3,20.4634,50,.9331,.4724,.8294,b
559,nb,a,53178,9.2000,1,7.7666,20,7.5155,47,.8425,.4764,.2528,b
560,pe,c,63698,8.6583,0,2.8160,0,19.2514,47,.8740,.5354,.1066,b
561,qp,c,59837,8.9833,1,26.9162,212,8.1616,47,.8228,.4567,.3388,b
562,al,c,52788,5.8417,1,10.0787,80,15.3270,46,.8504,.5551,.2472,b
563,pz,a,57499,33.2500,1,15.2742,65,31.8842,44,.9567,.7283,.6449,b
564,pz,a,47510,8.8750,1,9.3987,1,10.6551,47,.8307,.4724,.8093,b
565,rn,a,44960,6.0583,1,2.8160,1,7.4194,46,.8425,.5433,.0771,b
566,de,a,,15.7000,0,4.5841,3,17.0409,47,.9331,.6063,.3035,b
567,pz,a,59660,12.5583,0,3.8225,12,19.8440,48,.8898,.5039,.7503,b
568,kd,c,53178,6.0583,2,7.8754,38,16.6458,44,.7205,.4567,.2554,b
569,pz,a,52895,11.3667,1,7.1682,0,8.5247,49,.8583,.4646,.3393,b
570,gj,c,60900,24.9083,3,10.9764,-29,18.2422,45,.9843,.6378,.1255,b
571,dz,c,48183,29.0250,1,2.8160,0,10.8099,44,.9921,.7559,.1733,b
572,pz,a,62848,24.9083,1,15.2742,56,34.6340,47,.9882,.6457,.2719,b
573,11,c,46094,12.9917,2,3.1424,10,9.3042,50,.8071,.3346,.2077,b
574,nb,a,56437,17.1083,1,4.3121,16,20.5435,50,.8937,.4213,.2359,b
575,kd,c,59873,15.9167,2,5.6450,17,6.2554,51,.8307,.3071,.1804,b
576,pz,a,52505,41.8083,1,2.8160,10,25.0178,43,.8386,.6299,.7000,b
577,11,c,45916,36.0667,0,8.9635,69,8.8130,45,.9370,.6890,.1824,b
578,kl,c,48502,4.3250,2,9.6979,105,11.0235,43,.7756,.5630,.3622,b
579,pz,a,57606,6.7083,1,12.6084,-16,26.5716,46,.8110,.5039,.3027,b
580,kd,c,55870,40.2917,3,8.9363,76,16.1172,37,.7559,.6969,.0711,b
581,qp,c,60014,42.4583,1,5.6450,14,7.4461,43,.8346,.6102,.1350,b
582,kw,c,51513,25.4500,0,13.5333,89,10.2546,47,.9449,.6220,.1904,b
583,kd,c,55587,24.9083,2,4.3121,15,12.4864,46,.9882,.6378,.2988,b
584,vv,c,50450,8.4417,1,3.8225,11,8.0014,47,.8661,.5236,.1253,b
585,al,c,58775,7.6833,2,26.7802,132,15.3003,46,.7717,.4409,.1757,b
586,pz,a,57818,26.4250,0,3.6321,7,26.7531,47,.9488,.6299,.2562,b
587,qp,c,66922,18.7333,1,10.0243,42,18.8296,50,.9213,.4764,.1567,b
588,de,a,53249,9.4167,0,10.3236,96,16.9394,47,.9094,.5709,.3945,b
589,qp,c,60014,17.6500,0,9.5347,60,8.5674,49,.9252,.5197,.1665,b
590,qp,c,61538,28.9167,0,6.4066,23,17.7777,45,.9724,.6890,.2208,b
591,nb,a,63096,33.5750,2,9.2899,57,32.4929,40,.9528,.8346,.3213,b
592,kw,c,54984,18.5167,3,26.8074,118,14.8785,51,.8543,.3071,.2095,b
593,pz,a,47758,40.4000,2,4.3121,31,12.8282,40,.7992,.6890,.3724,b
594,pz,a,57252,36.7167,1,8.3651,27,22.6739,43,.9291,.7126,.1039,b
595,qp,b,69295,12.9917,2,7.2226,-36,5.9671,50,.7717,.2756,.5010,b
596,qp,c,61183,36.5000,2,5.2641,25,10.6817,40,.9016,.7992,.0473,b
597,kd,c,61325,12.4500,1,18.5111,131,3.6071,49,.8465,.4173,.2436,b
598,pz,a,59589,8.8750,0,2.0000,0,23.9553,47,.9094,.5748,.3431,b
599,pz,a,57747,24.8000,1,15.8454,59,31.8735,47,.9764,.6378,.5044,b
600,pz,a,42551,8.8750,0,8.7187,26,5.2410,47,.9016,.5669,.0173,b
601,pz,a,58420,4.6500,1,7.4674,3,35.1839,46,.8780,.5945,.4422,b
602,al,c,60121,17.9750,2,5.2641,1,6.4637,50,.8976,.4173,.1071,b
603,vv,c,51690,18.8417,1,4.3121,14,7.1631,49,.9252,.4882,.4145,b
604,pe,a,63521,7.1417,0,4.4481,1,24.2917,47,.9173,.5984,.2355,b
605,11,c,47475,7.1417,1,3.8225,1,9.8008,46,.8386,.5197,.2429,b
606,kl,c,57712,41.9167,2,23.8969,173,18.0981,42,.8189,.6220,.1271,b
607,qp,c,58598,29.3500,0,9.7523,25,11.6749,46,.9567,.6614,.2264,b
608,pz,a,68905,36.6083,1,10.0243,92,29.2733,43,.9291,.7205,.1864,b
609,pz,a,48856,34.2250,0,4.9377,10,11.4239,44,.9488,.7165,.6009,b
610,vv,c,59873,5.9500,1,7.4674,35,16.0958,46,.8465,.5472,.1451,b
611,cv,a,43153,14.0750,0,7.1682,13,7.9854,48,.9173,.5591,.6867,b
612,pz,a,62281,24.8000,2,15.2742,50,34.1801,46,.9882,.6378,.2751,b
613,pz,a,57393,36.1750,0,22.1560,42,31.2595,45,.9370,.6890,.2633,b
614,kd,c,64301,17.9750,2,16.4710,221,10.5162,51,.8858,.3858,.3810,b
615,qp,c,64088,22.7417,1,7.2226,22,18.7068,48,.9685,.0000,.1787,b
616,al,c,60581,18.4083,2,6.0802,5,6.3729,50,.9016,.4213,.1066,b
617,de,a,50769,25.0167,0,6.8962,15,14.6435,47,.9685,.6378,.2298,b
618,kl,c,51761,41.9167,3,3.8225,24,18.0393,39,.7362,.6102,.0544,b
619,pz,a,59377,18.6250,1,9.3443,0,35.8620,49,.9291,.5118,.5051,b
620,kl,c,47581,4.0000,2,9.2899,67,15.1081,43,.7992,.5787,.1981,b
